playerid,Name,Team, PA , HR , ISO , K% , FB% , Hard% , EV , LA , Barrel% , Hard%(FB) , vL-PA(2y) , vL-HR(2y) , vL-ISO(2y) , vL-K%(2y) , vL-FB%(2y) , vL-Hard%(2y) , vR-PA(2y) , vR-HR(2y) , vR-ISO(2y) , vR-K%(2y) , vR-FB%(2y) , vR-Hard%(2y) 
20275,Jonathan Arauz,- - -,20,1,0.167,0.25,0.429,0.333,86.6,10,0.067,0.3333,69, -   ,0.034,0.2464,0.375,0.2857,106,5,0.186,0.226,0.3108,0.25
21270,Sean Bouchard,COL,9, -   , -   ,0.222,0.6,0.2,80.6,12.4, -   ,0.3333,6, -   , -   ,0.1667,0.5, -   ,3, -   , -   ,0.333,1,1
12434,Kevin Pillar,LAD,13, -   ,0.083,0.308,0.375,0.625,88.2,10.7,0.125,0.6667,211,10,0.205,0.1991,0.4304,0.3962,372,11,0.162,0.226,0.4061,0.3103
19331,Jose Rojas,LAA,23, -   ,0.087,0.348,0.533,0.4,92.8,30.2,0.067,0.375,46,2,0.25,0.2609,0.4286,0.25,161,4,0.159,0.286,0.4466,0.381
12399,Taylor Motter,CIN,6, -   , -   ,0.5,0.333,0.333,85.7,26.7, -   , -   ,19, -   ,0.056,0.3684,0.5455,0.0909,16, -   ,0.143,0.25,0.4,0.4
12092,Niko Goodrum,HOU,45, -   ,0.047,0.511,0.3,0.4,81.9,7.7,0.05,0.5,153,4,0.17,0.3007,0.2747,0.3407,396,10,0.126,0.386,0.4369,0.3447
15654,Billy McKinney,OAK,57,1,0.077,0.281,0.444,0.135,83.8,17.4,0.054,0.1875,77,3,0.191,0.2987,0.4222,0.2222,283,7,0.139,0.254,0.4341,0.306
18083,Austin Allen,OAK,16, -   , -   ,0.563,0.6,0.2,92.7,25, -   , -   ,9, -   , -   ,0.4444,0.25, -   ,47,2,0.156,0.468,0.6087,0.3043
5667,Steven Souza Jr.,SEA,19, -   , -   ,0.421,0.455,0.091,83.3,23.6, -   , -   ,36,1,0.212,0.4444,0.5294,0.2353,50,1,0.087,0.42,0.44,0.28
12155,Eddie Rosario,ATL,49, -   ,0.023,0.204,0.353,0.206,85.9,7.5, -   ,0.1667,186,2,0.074,0.1505,0.3129,0.22,506,25,0.221,0.152,0.4635,0.3368
16959,Eddy Alvarez,LAD,22, -   , -   ,0.318,0.286,0.333,89.8,10.5, -   , -   ,32, -   ,0.074,0.2813,0.2778,0.2778,105,1,0.084,0.305,0.371,0.3281
19896,Connor Wong,BOS,7, -   , -   ,0.143,0.167, -   ,91.7,-10.2, -   , -   ,8, -   , -   ,0.375,0.2,0.2,13, -   ,0.273,0.385,0.4286,0.2857
18365,Lewin Diaz,MIA,10, -   ,0.1,0.5,0.8,0.4,94,28.3,0.2,0.25,51,1,0.098,0.3922,0.5484,0.2581,128,7,0.233,0.234,0.5333,0.3778
19432,Yonny Hernandez,ARI,28, -   , -   ,0.143,0.053,0.136,82.3,-12.5, -   ,1,54, -   ,0.02,0.1481,0.25,0.1395,140, -   ,0.034,0.2,0.1395,0.1304
21304,Mark Kolozsvary,CIN,11, -   ,0.091,0.455, -   ,0.167,90.7,-0.1, -   , -   ,5, -   , -   , -   , -   ,0.2,6, -   ,0.167,0.833, -   , -   
22563,Gabriel Arias,CLE,8, -   , -   ,0.375, -   , -   ,90.1,-10.2, -   , -   ,5, -   , -   ,0.4, -   , -   ,3, -   , -   ,0.333, -   , -   
17278,Bobby Bradley,CLE,17, -   , -   ,0.529,0.25,0.375,87.5,2.7, -   , -   ,82,5,0.25,0.4024,0.3333,0.3846,214,11,0.211,0.35,0.3814,0.3898
24491,Travis Swaggerty,PIT,9, -   , -   ,0.444,0.4, -   ,92.1,11.7, -   , -   ,6, -   , -   ,0.3333,0.25, -   ,3, -   , -   ,0.667,1, -   
18899,Lucius Fox,WSN,28, -   , -   ,0.321,0.188,0.056,81.8,-3.5,0.056, -   ,7, -   , -   , -   ,0.4, -   ,21, -   , -   ,0.429,0.0909,0.0833
21735,Sebastian Rivero,KCR,8, -   , -   ,0.5,1,0.667,90.7,44.2,0.333,0.6667,12, -   , -   ,0.0833,0.7143,0.2857,40, -   ,0.051,0.45,0.3333,0.3333
13472,Christian Lopes,OAK,10, -   , -   ,0.5,0.25,0.5,91.1,27.6, -   , -   ,7, -   , -   ,0.2857,0.25,0.5,3, -   , -   ,1, -   , -   
21386,Michael Papierski,SFG,10, -   , -   ,0.4,0.2, -   ,72.2,-13.1, -   , -   ,1, -   , -   , -   , -   , -   ,9, -   , -   ,0.444,0.25, -   
22217,Luis Campusano,SDP,13, -   , -   ,0.154,0.455,0.182,85.6,7.5,0.091,0.2,10,1,0.333,0.2,0.7143,0.4286,45, -   , -   ,0.289,0.3214,0.2857
19151,Estevan Florial,NYY,12, -   , -   ,0.333,0.143,0.286,86.3,-2.7,0.143,1,9, -   , -   ,0.5556, -   , -   ,31,1,0.185,0.226,0.35,0.35
1157,Tommy Hunter,NYM, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   
1246,Matt Bush,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
1247,Adam Ottavino,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
1514,Oliver Perez,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
1581,Sean Doolittle,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
1890,Matt Moore,TEX, -   , -   , -   , -   , -   ,,,,, -   ,9, -   , -   ,0.7778,1, -   ,11, -   , -   ,0.545, -   , -   
1943,Zack Greinke,KCR, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5,1, -   , -   , -   , -   , -   , -   , -   
2036,Clayton Kershaw,LAD, -   , -   , -   , -   , -   ,,,,, -   ,7, -   , -   ,0.2857,0.25,0.2,32, -   , -   ,0.281,0.1,0.0909
2233,Adam Wainwright,STL, -   , -   , -   , -   , -   ,,,,, -   ,20, -   ,0.067,0.3,0.1429, -   ,54, -   ,0.024,0.352,0.3,0.2424
2429,Corey Kluber,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
2520,Lance Lynn,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,5, -   , -   ,0.6, -   , -   
2608,Jhoulys Chacin,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,7, -   , -   ,0.286, -   ,0.2
2859,Ross Detwiler,CIN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,2, -   , -   ,0.5, -   ,1
3096,Kenley Jansen,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
3137,Max Scherzer,NYM, -   , -   , -   , -   , -   ,,,,, -   ,19, -   , -   ,0.4211,0.5,0.1818,44, -   , -   ,0.455,0.087,0.1667
3184,David Price,LAD, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   , -   , -   , -   ,15, -   ,0.083,0.2,0.3,0.25
3237,T.J. McFarland,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3281,Joe Smith,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3321,Darren O'Day,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
3548,Liam Hendriks,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4264,Mark Melancon,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
4301,Justin Wilson,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4676,Charlie Morton,ATL, -   , -   , -   , -   , -   ,,,,, -   ,17, -   , -   ,0.6471,0.1667, -   ,45, -   ,0.026,0.444,0.2941,0.2
4806,Rich Hill,BOS, -   , -   , -   , -   , -   ,,,,, -   ,7, -   , -   ,0.4286, -   , -   ,19, -   , -   ,0.368, -   , -   
5003,Jake Diekman,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
5097,Anthony Gose,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5114,Jeurys Familia,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5358,Jose Alvarez,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,5, -   , -   ,0.4, -   , -   
5365,Manny Banuelos,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5372,Michael Pineda,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   ,0.333, -   , -   
5420,Pedro Baez,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5448,Jesse Chavez,- - -, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,2, -   , -   ,1, -   , -   
5498,Arodys Vizcaino,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5524,Madison Bumgarner,ARI, -   , -   , -   , -   , -   ,,,,, -   ,11, -   , -   ,0.5455,1, -   ,41, -   ,0.033,0.561,0.375,0.4
5615,Ryan Brasier,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
6316,David Phelps,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
6345,Chris Archer,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
6397,Jake Odorizzi,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   ,1, -   
6398,Trevor May,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
6483,Steve Cishek,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
6562,Alex Cobb,SFG, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   
6632,Carlos Carrasco,NYM, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.5, -   , -   ,15, -   , -   ,0.533, -   ,0.1429
6655,Craig Kimbrel,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
6661,Alex Colome,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
6893,Johnny Cueto,CHW, -   , -   , -   , -   , -   ,,,,, -   ,15, -   , -   ,0.1333,0.4, -   ,22, -   , -   ,0.318, -   ,0.0769
6902,Martin Perez,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   ,1, -   , -   
6984,Luis Garcia,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
6986,Ian Kennedy,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7005,Ryan Pressly,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7115,Daniel Bard,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   ,1
7146,Daniel Hudson,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7196,Greg Holland,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7274,Craig Stammen,SDP, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,5, -   , -   ,0.4, -   , -   
7531,Collin McHugh,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7550,Jake McGee,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7593,Jordan Lyles,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,6, -   , -   ,0.833, -   , -   
7608,Tommy Milone,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7738,Wily Peralta,DET, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7803,Richard Bleier,MIA, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
7836,Hunter Strickland,CIN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   ,1,1,1, -   , -   ,1, -   , -   
7982,Anthony Bass,MIA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
8048,Will Smith,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
8110,Bryan Shaw,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
8241,David Robertson,CHC,1, -   , -   ,1, -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
8246,Paolo Espino,WSN, -   , -   , -   , -   , -   ,,,,, -   ,14, -   , -   ,0.5714,0.3333,0.1667,19, -   , -   ,0.368,0.0909,0.1667
8337,Lucas Luetge,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
8700,Justin Verlander,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
8779,Wade Miley,CHC, -   , -   , -   , -   , -   ,,,,, -   ,10, -   , -   ,0.2, -   , -   ,49, -   ,0.068,0.224,0.2424,0.2286
9013,Cesar Valdez,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
9111,Brad Hand,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
9132,Nathan Eovaldi,BOS, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
9323,Patrick Corbin,WSN, -   , -   , -   , -   , -   ,,,,, -   ,21, -   , -   ,0.2381,0.0909, -   ,42, -   , -   ,0.452,0.125,0.0476
9434,Dallas Keuchel,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
9646,Brian Moran,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
9761,Joe Kelly,CHW, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
9784,Garrett Richards,TEX, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,0.3333, -   , -   ,2, -   ,0.5,0.5,1,1
9803,Miles Mikolas,STL, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.25, -   , -   ,11, -   , -   ,0.364,0.3333,0.3333
9817,Sergio Romo,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10021,Mike Minor,CIN, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   ,1,5, -   , -   ,0.6,0.5,0.5
10058,Tyler Matzek,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10061,Brooks Raley,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10078,Caleb Thielbar,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10123,Kyle Gibson,PHI, -   , -   , -   , -   , -   ,,,,, -   ,9, -   , -   ,0.2222,0.2,0.1429,21,1,0.143,0.381,0.1818,0.1538
10131,Stephen Strasburg,WSN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,6, -   ,0.25,0.167, -   ,0.25
10133,Brad Boxberger,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10160,Ryan Weber,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10233,Aroldis Chapman,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10291,Ryan Tepera,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10310,Zack Wheeler,PHI, -   , -   , -   , -   , -   ,,,,, -   ,27, -   ,0.042,0.5185, -   ,0.2308,46, -   ,0.023,0.543,0.1875,0.0952
10314,Erasmo Ramirez,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10341,Juan Minaya,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10343,Aaron Loup,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10354,Robbie Erlin,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10430,Mychal Givens,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10657,Andrew Bellatti,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10688,Tyler Thornburg,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10732,Drew Hutchison,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
10756,Shane Greene,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10843,Adam Kolarek,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10855,Chasen Shreve,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11121,Casey Lawrence,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11156,Merrill Kelly,ARI, -   , -   , -   , -   , -   ,,,,, -   ,22, -   , -   ,0.5,0.3333, -   ,36, -   ,0.033,0.444,0.0769,0.25
11189,Vince Velasquez,CHW, -   , -   , -   , -   , -   ,,,,, -   ,6, -   , -   ,0.5,0.5,0.3333,24, -   , -   ,0.25,0.1818,0.0625
11384,Tommy Kahnle,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11423,Jose Quintana,PIT, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
11486,Robbie Ray,SEA, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   , -   , -   ,3, -   , -   ,0.333, -   , -   
11487,Joely Rodriguez,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11490,Aaron Sanchez,WSN, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,0.6667, -   , -   ,7, -   , -   ,0.714,0.5, -   
11589,Jose Urena,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
11632,Heath Hembree,PIT, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
11674,Jameson Taillon,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
11720,Justin Grimm,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11760,Drew Smyly,CHC, -   , -   , -   , -   , -   ,,,,, -   ,15, -   , -   ,0.4, -   , -   ,28, -   , -   ,0.464,0.1538,0.1333
11762,Noah Syndergaard,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11801,Hansel Robles,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11804,Hector Neris,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
11836,Taijuan Walker,NYM, -   , -   , -   , -   , -   ,,,,, -   ,10, -   , -   ,0.7, -   , -   ,41, -   , -   ,0.537,0.0714,0.1176
11847,Chris Martin,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11861,Jason Adam,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11982,Travis Shaw,BOS,19, -   , -   ,0.368,0.636,0.083,79.3,29, -   , -   ,93,1,0.12,0.2151,0.4677,0.2656,356,14,0.176,0.295,0.4791,0.2995
12049,Kyle Hendricks,CHC, -   , -   , -   , -   , -   ,,,,, -   ,21, -   , -   ,0.2857,0.3, -   ,40, -   ,0.029,0.5,0.0714,0.1667
12095,Yimi Garcia,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12106,Parker Markel,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12178,Domingo Tapia,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12272,Aaron Brooks,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12304,Chris Bassitt,NYM, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
12323,Jacob Barnes,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12361,Spencer Patton,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12447,Seth Lugo,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
12572,Blake Treinen,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12664,Jerad Eickhoff,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,8, -   , -   , -   , -   , -   
12673,Roenis Elias,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12718,Adrian Houser,MIL, -   , -   , -   , -   , -   ,,,,, -   ,15,2,0.5,0.5333,0.75,0.3333,31, -   , -   ,0.71,0.1429,0.125
12730,Nick Martinez,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12760,Rafael Montero,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12768,Sonny Gray,MIN, -   , -   , -   , -   , -   ,,,,, -   ,15, -   , -   ,0.1333, -   ,0.0833,28, -   , -   ,0.286,0.2353,0.05
12777,John Brebbia,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
12791,Michael Kelly,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12800,Noe Ramirez,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12804,Matt Wisler,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
12808,Mike Clevinger,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12828,Andrew Kittredge,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12857,Shawn Armstrong,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12863,Matt Barnes,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12880,Tyler Anderson,LAD, -   , -   , -   , -   , -   ,,,,, -   ,9, -   , -   ,0.4444, -   , -   ,31,1,0.097,0.806,0.2,0.1667
12910,Ken Giles,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12917,Dylan Bundy,MIN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,3, -   , -   ,0.667, -   , -   
12918,Archie Bradley,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
12970,Joe Musgrove,SDP, -   , -   , -   , -   , -   ,,,,, -   ,19, -   , -   ,0.4211,0.4444,0.0909,38, -   ,0.061,0.395,0.2353,0.0909
12988,Andrew Chafin,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
